tokens,ner_tags,story_id
['He' 'said' 'How'],[0 0 0],163
"['and' 'the' 'Parsee' 'left' 'that' 'cake' 'and' 'climbed' 'to' 'the'
 'top' 'of' 'a' 'palm' 'tree' 'with' 'nothing' 'on' 'but' 'his' 'hat'
 'from' 'which' 'the' 'rays' 'of' 'the' 'sun' 'were' 'always' 'reflected'
 'in' 'more-than-oriental' 'splendour']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],163
"['And' 'the' 'Rhinoceros' 'upset' 'the' 'oil-stove' 'with' 'his' 'nose'
 'and' 'the' 'cake' 'rolled' 'on' 'the' 'sand' 'and' 'he' 'spiked' 'that'
 'cake' 'on' 'the' 'horn' 'of' 'his' 'nose' 'and' 'he' 'ate' 'it' 'and'
 'he' 'went' 'away' 'waving' 'his' 'tail' 'to' 'the' 'desolate' 'and'
 'Exclusively' 'Uninhabited' 'Interior' 'which' 'abuts' 'on' 'the'
 'islands' 'of' 'Mazanderan' 'Socotra' 'and' 'Promontories' 'of' 'the'
 'Larger' 'Equinox']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",163
"['Then' 'the' 'Parsee' 'came' 'down' 'from' 'his' 'palm-tree' 'and' 'put'
 'the' 'stove' 'on' 'its' 'legs' 'and' 'recited' 'the' 'following' 'Sloka'
 'which' 'as' 'you' 'have' 'not' 'heard' 'I' 'will' 'now' 'proceed' 'to'
 'relate' 'Them' 'that' 'takes' 'cakes' 'Which' 'the' 'Parsee-man' 'bakes'
 'Makes' 'dreadful' 'mistakes']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]",163
"['And' 'there' 'was' 'a' 'great' 'deal' 'more' 'in' 'that' 'than' 'you'
 'would' 'think']",[0 0 0 0 0 0 0 0 0 0 0 0 0],163
"['Because' 'five' 'weeks' 'later' 'there' 'was' 'a' 'heat' 'wave' 'in'
 'the' 'Red' 'Sea' 'and' 'everybody' 'took' 'off' 'all' 'the' 'clothes'
 'they' 'had']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],163
"['The' 'Parsee' 'took' 'off' 'his' 'hat' 'but' 'the' 'Rhinoceros' 'took'
 'off' 'his' 'skin' 'and' 'carried' 'it' 'over' 'his' 'shoulder' 'as' 'he'
 'came' 'down' 'to' 'the' 'beach' 'to' 'bathe']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],163
"['In' 'those' 'days' 'it' 'buttoned' 'underneath' 'with' 'three' 'buttons'
 'and' 'looked' 'like' 'a' 'waterproof']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],163
"['He' 'said' 'nothing' 'whatever' 'about' 'the' ""Parsee's"" 'cake'
 'because' 'he' 'had' 'eaten' 'it' 'all' 'and' 'he' 'never' 'had' 'any'
 'manners' 'then' 'since' 'or' 'henceforward']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],163
"['He' 'waddled' 'straight' 'into' 'the' 'water' 'and' 'blew' 'bubbles'
 'through' 'his' 'nose' 'leaving' 'his' 'skin' 'on' 'the' 'beach']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],163
"['Presently' 'the' 'Parsee' 'came' 'by' 'and' 'found' 'the' 'skin' 'and'
 'he' 'smiled' 'one' 'smile' 'that' 'ran' 'all' 'round' 'his' 'face' 'two'
 'times']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],163
"['Then' 'he' 'danced' 'three' 'times' 'round' 'the' 'skin' 'and' 'rubbed'
 'his' 'hands']",[0 0 0 0 0 0 0 0 0 0 0 0],163
"['Then' 'he' 'went' 'to' 'his' 'camp' 'and' 'filled' 'his' 'hat' 'with'
 'cake-crumbs' 'for' 'the' 'Parsee' 'never' 'ate' 'anything' 'but' 'cake'
 'and' 'never' 'swept' 'out' 'his' 'camp']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],163
"['He' 'took' 'that' 'skin' 'and' 'he' 'shook' 'that' 'skin' 'and' 'he'
 'scrubbed' 'that' 'skin' 'and' 'he' 'rubbed' 'that' 'skin' 'just' 'as'
 'full' 'of' 'old' 'dry' 'stale' 'tickly' 'cake-crumbs' 'and' 'some'
 'burned' 'currants' 'as' 'ever' 'it' 'could' 'possibly' 'hold']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]",163
"['Then' 'he' 'climbed' 'to' 'the' 'top' 'of' 'his' 'palm-tree' 'and'
 'waited' 'for' 'the' 'Rhinoceros' 'to' 'come' 'out' 'of' 'the' 'water'
 'and' 'put' 'it' 'on']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],163
['And' 'the' 'Rhinoceros' 'did'],[0 0 0 0],163
"['He' 'buttoned' 'it' 'up' 'with' 'the' 'three' 'buttons' 'and' 'it'
 'tickled' 'like' 'cake' 'crumbs' 'in' 'bed']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],163
"['Then' 'he' 'wanted' 'to' 'scratch' 'but' 'that' 'made' 'it' 'worse'
 'and' 'then' 'he' 'lay' 'down' 'on' 'the' 'sands' 'and' 'rolled' 'and'
 'rolled' 'and' 'rolled' 'and' 'every' 'time' 'he' 'rolled' 'the' 'cake'
 'crumbs' 'tickled' 'him' 'worse' 'and' 'worse' 'and' 'worse']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]",163
"['Then' 'he' 'ran' 'to' 'the' 'palm-tree' 'and' 'rubbed' 'and' 'rubbed'
 'and' 'rubbed' 'himself' 'against' 'it']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],163
"['He' 'rubbed' 'so' 'much' 'and' 'so' 'hard' 'that' 'he' 'rubbed' 'his'
 'skin' 'into' 'a' 'great' 'fold' 'over' 'his' 'shoulders' 'and' 'another'
 'fold' 'underneath' 'where' 'the' 'buttons' 'used' 'to' 'be' 'but' 'he'
 'rubbed' 'the' 'buttons' 'off' 'and' 'he' 'rubbed' 'some' 'more' 'folds'
 'over' 'his' 'legs']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",163
"['And' 'it' 'spoiled' 'his' 'temper' 'but' 'it' ""didn't"" 'make' 'the'
 'least' 'difference' 'to' 'the' 'cake-crumbs']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],163
['They' 'were' 'inside' 'his' 'skin' 'and' 'they' 'tickled'],[0 0 0 0 0 0 0 0],163
"['So' 'he' 'went' 'home' 'very' 'angry' 'indeed' 'and' 'horribly'
 'scratchy' 'and' 'from' 'that' 'day' 'to' 'this' 'every' 'rhinoceros'
 'has' 'great' 'folds' 'in' 'his' 'skin' 'and' 'a' 'very' 'bad' 'temper'
 'all' 'on' 'account' 'of' 'the' 'cake-crumbs' 'inside']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],163
"['But' 'the' 'Parsee' 'came' 'down' 'from' 'his' 'palm-tree' 'wearing'
 'his' 'hat' 'from' 'which' 'the' 'rays' 'of' 'the' 'sun' 'were'
 'reflected' 'in' 'more-than-oriental' 'splendour' 'packed' 'up' 'his'
 'cooking-stove' 'and' 'went' 'away' 'in' 'the' 'direction' 'of' 'Orotavo'
 'Amygdala' 'the' 'Upland' 'Meadows' 'of' 'Anantarivo' 'and' 'the'
 'Marshes' 'of' 'Sonaput']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]",163
"['IN' 'the' 'sea' 'once' 'upon' 'a' 'time' 'O' 'my' 'Best' 'Beloved'
 'there' 'was' 'a' 'Whale' 'and' 'he' 'ate' 'fishes']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1],164
"['He' 'ate' 'the' 'starfish' 'and' 'the' 'garfish' 'and' 'the' 'crab'
 'and' 'the' 'dab' 'and' 'the' 'plaice' 'and' 'the' 'dace' 'and' 'the'
 'skate' 'and' 'his' 'mate' 'and' 'the' 'mackereel' 'and' 'the'
 'pickereel' 'and' 'the' 'really' 'truly' 'twirly-whirly' 'eel']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],164
"['All' 'the' 'fishes' 'he' 'could' 'find' 'in' 'all' 'the' 'sea' 'he'
 'ate' 'with' 'his' 'mouth' 'so']",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],164
"['Till' 'at' 'last' 'there' 'was' 'only' 'one' 'small' 'fish' 'left' 'in'
 'all' 'the' 'sea' 'and' 'he' 'was' 'a' 'small' 'Stute' 'Fish' 'and' 'he'
 'swam' 'a' 'little' 'behind' 'the' ""Whale's"" 'right' 'ear' 'so' 'as' 'to'
 'be' 'out' 'of' ""harm's"" 'way']","[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]",164
"['Then' 'the' 'Whale' 'stood' 'up' 'on' 'his' 'tail' 'and' 'said' ""I'm""
 'hungry']",[0 0 1 0 0 0 0 0 0 0 0 0],164
"['And' 'the' 'small' 'Stute' 'Fish' 'said' 'in' 'a' 'small' 'stute'
 'voice' 'Noble' 'and' 'generous' 'Cetacean' 'have' 'you' 'ever' 'tasted'
 'Man']",[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],164
['No' 'said' 'the' 'Whale'],[0 0 0 1],164
['What' 'is' 'it' 'like'],[0 0 0 0],164
['Nice' 'said' 'the' 'small' 'Stute' 'Fish'],[0 0 0 0 0 1],164
['Nice' 'but' 'nubbly'],[0 0 0],164
"['Then' 'fetch' 'me' 'some' 'said' 'the' 'Whale' 'and' 'he' 'made' 'the'
 'sea' 'froth' 'up' 'with' 'his' 'tail']",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],164
['One' 'at' 'a' 'time' 'is' 'enough' 'said' 'the' 'Stute' 'Fish'],[0 0 0 0 0 0 0 0 0 1],164
"['If' 'you' 'swim' 'to' 'latitude' 'Fifty' 'North' 'longitude' 'Forty'
 'West' 'that' 'is' 'magic' 'you' 'will' 'find' 'sitting' 'on' 'a' 'raft'
 'in' 'the' 'middle' 'of' 'the' 'sea' 'with' 'nothing' 'on' 'but' 'a'
 'pair' 'of' 'blue' 'canvas' 'breeches' 'a' 'pair' 'of' 'suspenders' 'you'
 'must' 'not' 'forget' 'the' 'suspenders' 'Best' 'Beloved' 'and' 'a'
 'jack' 'knife' 'one' 'ship-wrecked' 'Mariner' 'who' 'it' 'is' 'only'
 'fair' 'to' 'tell' 'you' 'is' 'a' 'man' 'of'
 'infinite-resource-and-sagacity']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]",164
"['So' 'the' 'Whale' 'swam' 'and' 'swam' 'to' 'latitude' 'Fifty' 'North'
 'longitude' 'Forty' 'West' 'as' 'fast' 'as' 'he' 'could' 'swim' 'and'
 'on' 'a' 'raft' 'in' 'the' 'middle' 'of' 'the' 'sea' 'with' 'nothing'
 'to' 'wear' 'except' 'a' 'pair' 'of' 'blue' 'canvas' 'breeches' 'a'
 'pair' 'of' 'suspenders' 'you' 'must' 'particularly' 'remember' 'the'
 'suspenders' 'Best' 'Beloved' 'and' 'a' 'jack-knife' 'he' 'found' 'one'
 'single' 'solitary' 'shipwrecked' 'Mariner' 'trailing' 'his' 'toes' 'in'
 'the' 'water']","[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",164
"['He' 'had' 'his' ""mummy's"" 'leave' 'to' 'paddle' 'or' 'else' 'he' 'would'
 'never' 'have' 'done' 'it' 'because' 'he' 'was' 'a' 'man' 'of' 'infinite'
 'resource-and-sagacity']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],164
"['Then' 'the' 'Whale' 'opened' 'his' 'mouth' 'back' 'and' 'back' 'and'
 'back' 'till' 'it' 'nearly' 'touched' 'his' 'tail' 'and' 'he' 'swallowed'
 'the' 'shipwrecked' 'Mariner' 'and' 'the' 'raft' 'he' 'was' 'sitting'
 'on' 'and' 'his' 'blue' 'canvas' 'breeches' 'and' 'the' 'suspenders'
 'which' 'you' 'must' 'not' 'forget' 'and' 'the' 'jack-knife' 'He'
 'swallowed' 'them' 'all' 'down' 'into' 'his' 'warm' 'dark' 'inside'
 'cup-boards' 'and' 'then' 'he' 'smacked' 'his' 'lips' 'so' 'and' 'turned'
 'round' 'three' 'times' 'on' 'his' 'tail']","[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",164
"['But' 'as' 'soon' 'as' 'the' 'Mariner' 'who' 'was' 'a' 'man' 'of'
 'infinite-resource' 'and-sagacity' 'found' 'himself' 'truly' 'inside'
 'the' ""Whale's"" 'warm' 'dark' 'inside' 'cup-boards' 'he' 'stumped' 'and'
 'he' 'jumped' 'and' 'he' 'thumped' 'and' 'he' 'bumped' 'and' 'he'
 'pranced' 'and' 'he' 'danced' 'and' 'he' 'banged' 'and' 'he' 'clanged'
 'and' 'he' 'hit' 'and' 'he' 'bit' 'and' 'he' 'leaped' 'and' 'he'
 'creeped' 'and' 'he' 'prowled' 'and' 'he' 'howled' 'and' 'he' 'hopped'
 'and' 'he' 'dropped' 'and' 'he' 'cried' 'and' 'he' 'sighed' 'and' 'he'
 'crawled' 'and' 'he' 'bawled' 'and' 'he' 'stepped' 'and' 'he' 'lepped'
 'and' 'he' 'danced' 'hornpipes' 'where' 'he' ""shouldn't"" 'and' 'the'
 'Whale' 'felt' 'most' 'unhappy' 'indeed']","[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]",164
['Have' 'you' 'forgotten' 'the' 'suspenders'],[0 0 0 0 0],164
"['So' 'he' 'said' 'to' 'the' 'Stute' 'Fish' 'This' 'man' 'is' 'very'
 'nubbly' 'and' 'besides' 'he' 'is' 'making' 'me' 'hiccough']",[0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0],164
['What' 'shall' 'I' 'do'],[0 0 0 0],164
['Tell' 'him' 'to' 'come' 'out' 'said' 'the' 'Stute' 'Fish'],[0 0 0 0 0 0 0 0 1],164
"['So' 'the' 'Whale' 'called' 'down' 'his' 'own' 'throat' 'to' 'the'
 'shipwrecked' 'Mariner' 'Come' 'out' 'and' 'behave' 'yourself']",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],164
"[""I've"" 'got' 'the' 'hiccoughs']",[0 0 0 0],164
['Nay' 'nay'],[0 0],164
['said' 'the' 'Mariner'],[0 0 0],164
['Not' 'so' 'but' 'far' 'otherwise'],[0 0 0 0 0],164
"['Take' 'me' 'to' 'my' 'natal-shore' 'and' 'the' 'white-cliffs-of-Albion'
 'and' ""I'll"" 'think' 'about' 'it']",[0 0 0 0 0 0 0 0 0 0 0 0 0],164
['And' 'he' 'began' 'to' 'dance' 'more' 'than' 'ever'],[0 0 0 0 0 0 0 0],164
"['You' 'had' 'better' 'take' 'him' 'home' 'said' 'the' 'Stute' 'Fish' 'to'
 'the' 'Whale']",[0 0 0 0 0 0 0 0 0 1 0 0 1],164
"['I' 'ought' 'to' 'have' 'warned' 'you' 'that' 'he' 'is' 'a' 'man' 'of'
 'infinite-resource-and-sagacity']",[0 0 0 0 0 0 0 0 0 0 1 0 0],164
"['So' 'the' 'Whale' 'swam' 'and' 'swam' 'and' 'swam' 'with' 'both'
 'flippers' 'and' 'his' 'tail' 'as' 'hard' 'as' 'he' 'could' 'for' 'the'
 'hiccoughs' 'and' 'at' 'last' 'he' 'saw' 'the' ""Mariner's"" 'natal-shore'
 'and' 'the' 'white-cliffs-of-Albion' 'and' 'he' 'rushed' 'half-way' 'up'
 'the' 'beach' 'and' 'opened' 'his' 'mouth' 'wide' 'and' 'wide' 'and'
 'wide' 'and' 'said' 'Change' 'here' 'for' 'Winchester' 'Ashuelot'
 'Nashua' 'Keene' 'and' 'stations' 'on' 'the' 'Fitch' 'burg' 'Road' 'and'
 'just' 'as' 'he' 'said' 'Fitch' 'the' 'Mariner' 'walked' 'out' 'of' 'his'
 'mouth']","[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]",164
"['But' 'while' 'the' 'Whale' 'had' 'been' 'swimming' 'the' 'Mariner' 'who'
 'was' 'indeed' 'a' 'person' 'of' 'infinite-resource-and-sagacity' 'had'
 'taken' 'his' 'jack-knife' 'and' 'cut' 'up' 'the' 'raft' 'into' 'a'
 'little' 'square' 'grating' 'all' 'running' 'criss' 'cross' 'and' 'he'
 'had' 'tied' 'it' 'firm' 'with' 'his' 'suspenders' 'now' 'you' 'know'
 'why' 'you' 'were' 'not' 'to' 'forget' 'the' 'suspenders']","[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",164
"['and' 'he' 'dragged' 'that' 'grating' 'good' 'and' 'tight' 'into' 'the'
 ""Whale's"" 'throat' 'and' 'there' 'it' 'stuck']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],164
"['Then' 'he' 'recited' 'the' 'following' 'Sloka' 'which' 'as' 'you' 'have'
 'not' 'heard' 'it' 'I' 'will' 'now' 'proceed' 'to' 'relate' 'By' 'means'
 'of' 'a' 'grating' 'I' 'have' 'stopped' 'your' 'ating']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],164
['For' 'the' 'Mariner' 'he' 'was' 'also' 'an' 'Hi-ber-ni-an'],[0 0 0 0 0 0 0 0],164
"['And' 'he' 'stepped' 'out' 'on' 'the' 'shingle' 'and' 'went' 'home' 'to'
 'his' 'mother' 'who' 'had' 'given' 'him' 'leave' 'to' 'trail' 'his'
 'toes' 'in' 'the' 'water' 'and' 'he' 'married' 'and' 'lived' 'happily'
 'ever' 'afterward']",[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],164
['So' 'did' 'the' 'Whale'],[0 0 0 1],164
"['But' 'from' 'that' 'day' 'on' 'the' 'grating' 'in' 'his' 'throat'
 'which' 'he' 'could' 'neither' 'cough' 'up' 'nor' 'swallow' 'down'
 'prevented' 'him' 'eating' 'anything' 'except' 'very' 'very' 'small'
 'fish' 'and' 'that' 'is' 'the' 'reason' 'why' 'whales' 'nowadays' 'never'
 'eat' 'men' 'or' 'boys' 'or' 'little' 'girls']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0
 0 1 0 1 0 0 1]",164
"['The' 'small' 'Stute' 'Fish' 'went' 'and' 'hid' 'himself' 'in' 'the'
 'mud' 'under' 'the' 'Door-sills' 'of' 'the' 'Equator']",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],164
"['He' 'was' 'afraid' 'that' 'the' 'Whale' 'might' 'be' 'angry' 'with'
 'him']",[0 0 0 0 0 1 0 0 0 0 0],164
['The' 'Sailor' 'took' 'the' 'jack-knife' 'home'],[0 0 0 0 0 0],164
"['He' 'was' 'wearing' 'the' 'blue' 'canvas' 'breeches' 'when' 'he'
 'walked' 'out' 'on' 'the' 'shingle']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],164
"['The' 'suspenders' 'were' 'left' 'behind' 'you' 'see' 'to' 'tie' 'the'
 'grating' 'with' 'and' 'that' 'is' 'the' 'end' 'of' 'that' 'tale']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],164
"['Footnote' '1895' 'We' 'were' 'wallowing' 'through' 'the' 'China' 'Seas'
 'in' 'a' 'dense' 'fog' 'the' 'horn' 'blowing' 'every' 'two' 'minutes'
 'for' 'the' 'benefit' 'of' 'the' 'fishery' 'craft' 'that' 'crowded' 'the'
 'waterways']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],167
"['From' 'the' 'bridge' 'the' ""fo'c'sle"" 'was' 'invisible' 'from' 'the'
 'hand-wheel' 'at' 'the' 'stern' 'the' ""captain's"" 'cabin']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],167
"['The' 'fog' 'held' 'possession' 'of' 'everything' 'the' 'pearly' 'white'
 'fog']",[0 0 0 0 0 0 0 0 0 0],167
"['Once' 'or' 'twice' 'when' 'it' 'tried' 'to' 'lift' 'we' 'saw' 'a'
 'glimpse' 'of' 'the' 'oily' 'sea' 'the' 'flitting' 'vision' 'of' 'a'
 ""junk's"" 'sail' 'spread' 'in' 'the' 'vain' 'hope' 'of' 'catching' 'the'
 'breeze' 'or' 'the' 'buoys' 'of' 'a' 'line' 'of' 'nets']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",167
"['Somewhere' 'close' 'to' 'us' 'lay' 'the' 'land' 'but' 'it' 'might'
 'have' 'been' 'the' 'Kurile' 'Islands' 'for' 'aught' 'we' 'knew']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],167
"['Very' 'early' 'in' 'the' 'morning' 'there' 'passed' 'us' 'not' 'a'
 ""cable's-length"" 'away' 'but' 'as' 'unseen' 'as' 'the' 'spirits' 'of'
 'the' 'dead' 'a' 'steamer' 'of' 'the' 'same' 'line' 'as' 'ours']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],167
"['She' 'howled' 'melodiously' 'in' 'answer' 'to' 'our' 'bellowing' 'and'
 'passed' 'on']",[0 0 0 0 0 0 0 0 0 0 0],167
['Suppose' 'she' 'had' 'hit' 'us' 'said' 'a' 'man' 'from' 'Saigon'],[0 0 0 0 0 0 0 1 0 0],167
"['Then' 'we' 'should' 'have' 'gone' 'down' 'answered' 'the' 'chief'
 'officer' 'sweetly']",[0 0 0 0 0 0 0 0 0 1 0],167
"['Beastly' 'thing' 'to' 'go' 'down' 'in' 'a' 'fog' 'said' 'a' 'young'
 'gentleman' 'who' 'was' 'travelling' 'for' 'pleasure']",[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],167
['Chokes' 'a' 'man' 'both' 'ways' 'y' 'know'],[0 0 1 0 0 0 0],167
"['We' 'were' 'comfortably' 'gathered' 'in' 'the' 'smoking-room' 'the'
 'weather' 'being' 'too' 'cold' 'to' 'venture' 'on' 'the' 'deck']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],167
"['Conversation' 'naturally' 'turned' 'upon' 'accidents' 'of' 'fog' 'the'
 'horn' 'tooting' 'significantly' 'in' 'the' 'pauses' 'between' 'the'
 'tales']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],167
"['I' 'heard' 'of' 'the' 'wreck' 'of' 'the' 'Eric' 'the' 'cutting' 'down'
 'of' 'the' 'Strathnairn' 'within' 'half' 'a' 'mile' 'of' 'harbour' 'and'
 'the' 'carrying' 'away' 'of' 'the' 'bow' 'plates' 'of' 'the' 'Sigismund'
 'outside' 'Sandy' 'Hook']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],167
"['It' 'is' 'astonishing' 'said' 'the' 'man' 'from' 'Saigon' 'how' 'many'
 'true' 'stories' 'are' 'put' 'down' 'as' 'sea' 'yarns']",[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],167
['It' 'makes' 'a' 'man' 'almost' 'shrink' 'from' 'telling' 'an' 'anecdote'],[0 0 0 1 0 0 0 0 0 0],167
"['Oh' 'please' ""don't"" 'shrink' 'on' 'our' 'account' 'said' 'the'
 'smoking-room' 'with' 'one' 'voice']",[0 0 0 0 0 0 0 0 0 0 0 0 0],167
"[""It's"" 'not' 'my' 'own' 'story' 'said' 'the' 'man' 'from' 'Saigon']",[0 0 0 0 0 0 0 1 0 0],167
['A' 'fellow' 'on' 'a' 'Massageries' 'boat' 'told' 'it' 'me'],[0 0 0 0 0 0 0 0 0],167
"['He' 'had' 'been' 'third' 'officer' 'of' 'a' 'sort' 'on' 'a' 'Geordie'
 'tramp' 'one' 'of' 'those' 'lumbering' 'dish-bottomed' 'coal-barges'
 'where' 'the' 'machinery' 'is' 'tied' 'up' 'with' 'a' 'string' 'and'
 'the' 'plates' 'are' 'rivetted' 'with' 'putty']",[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],167
['The' 'way' 'he' 'told' 'his' 'tale' 'was' 'this'],[0 0 0 0 0 0 0 0],167
"['The' 'tramp' 'had' 'been' 'creeping' 'along' 'some' 'sea' 'or' 'other'
 'with' 'a' 'chart' 'ten' 'years' 'old' 'and' 'the' 'haziest' 'sort' 'of'
 'chronometers' 'when' 'she' 'got' 'into' 'a' 'fog' 'just' 'such' 'a'
 'fog' 'as' 'we' 'have' 'now']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],167
"['Here' 'the' 'smoking-room' 'turned' 'round' 'as' 'one' 'man' 'and'
 'looked' 'through' 'the' 'windows']",[0 0 0 0 0 0 0 1 0 0 0 0 0],167
