source_text,sentenceID,sentence,asih,nyakitang,kaadilan,kacurangan,setya,ngianat,wewenang,ngalawan tatanan,kasucian,kakotoran,kabebasan,panindasan
I Donglen teken Luh Arum,149, Ingetang te malu,0,0,0,0,0,0,0,0,0,0,0,0
I Bikul tekén I Semal,36, Lantas cempulanganga kone tiing buluhe,0,0,0,0,0,0,0,0,0,0,0,0
Siap Sangkur Metaluh Mas,13, Ia ngelah pangina tetelu sayanganga pesan,0,0,0,0,0,0,0,0,0,0,0,0
Siap Sangkur Metaluh Mas,39, Gabage bengbengan I Badeng misi taluh abungkul duduka,0,0,0,0,0,0,0,0,0,0,0,0
Pan Poleng,55, Bungkunge ento angone dasar peti tekening pandene ento,0,0,0,0,0,0,0,0,0,0,0,0
Kidang tekén Cekcek,13, Keto munyin I Cekceke lantas I Kidang nyak ajaka buin maninne matanding,0,0,0,0,0,0,1,0,0,0,0,0
Siap Sangkur Metaluh Mas,72, ne kenken I Grungsang buka anak nyautin munyin awake,0,0,0,0,0,0,0,0,0,0,0,0
Galuh Pitu,42, Raden Galuh Pitu nuut sisin tukade,0,0,0,0,0,0,0,0,0,0,0,0
Kambing Takutin Macan,26, Tiang mamusuh teken ia,0,0,0,0,0,0,0,0,0,1,0,0
I Kecut,44, Nah kene abete jani ajak ia I Dadong mabersih malu di semere apang ia mati,0,0,0,0,0,0,0,0,0,0,0,1
I Bikul tekén I Semal,42,"Lantas, aeng san corah dayan I Semale",0,1,0,0,0,1,0,0,0,0,0,0
I Ubuh,44, Sedeng iteha ia ngamah udang matah jag liduna kone jenggotne tekekanga,0,1,0,0,0,0,0,0,0,0,0,0
Cicing Alas Ngalih Balian,48, Cai pasti nyidang nulungin icang,0,0,0,0,0,0,0,0,0,0,0,0
Beras Kuning,39,Tur cening tusing engsap ngaturang sembah teken meme sakadi punika kahanane.,0,0,0,0,1,0,1,0,0,0,0,0
Macan tekén méng,8, Sedek dina anu I Macan masusupan di tengah alase lakar ngalih tatadahan,0,0,0,0,0,0,0,0,0,0,0,0
Beras Kuning,38, Uduh Cening Maharaja Pretu Luih pesan parilaksanan ceninge nitahang panjak,1,0,0,0,0,0,0,0,0,0,0,0
I Bikul tekén I Semal,38,"Ring wengi punika, I Semal girang sajan nepukin susu a tiing buluhe liune tur ngenggalang malaib ngaba susu atiing buluh",0,0,0,0,0,0,0,0,0,0,1,0
Sampi Wadak,249, Keto pasaurne I Raden Galuh,0,0,0,0,0,0,0,0,0,0,0,0
Ayam Ijo Sambu,21,kacerita gelisin satua enggal I Ngurah Rangsasa mangkin budal sasampune nyakupang kara kalih matur suksma ring Ida Sanghyang Sambu duaning sampun kapicain ayam maules ring desa ento.,0,0,0,0,0,0,0,0,1,0,0,0
I Kidang,8, Makelo-kelo liu burone jejeh ngliwat di alas wayahe ento,0,1,0,0,0,0,0,0,0,0,0,0
I Lengar,56, Keto unduke bulak-balik nganti bangkene makapepitu telah tanema di semane olih I Widara,0,0,0,0,1,0,0,0,0,0,0,0
I Jaran Nayanin Macan,22, Ene batis wakene ane kenawan suba uli makelo kena duin bangiang tusing sida ban mesuang,0,1,0,0,0,0,0,0,0,0,0,0
Lutung tekén Baduda,7, Beduda kene bo amun belog ubuhin,0,1,0,0,0,0,0,0,0,0,0,0
Bé Jeleg Tresna Telaga,34, Apa kone buin kenehang apang liu yan buka icang mapineh sing ja patut iraga ninggalin telagane ene,1,0,0,0,1,0,0,0,0,0,0,0
Galuh Pitu,48, Disubane peteng ditu ngenah umah I Raksasa galang maglanaran kasinarin antuk manik-manik ane masinar makenyornyor,0,0,0,0,0,0,0,0,0,0,0,0
Arjuna Nangun Tapa,10,Mangdakayune tusing obah patut teleb astiti bakti ring Ida Sang Hyang Widhi Wasa ida stata ledang nganugrahin anake sane pageh ngawastawa ida,0,0,0,0,0,0,0,0,1,0,0,0
I Kepuh Mati Baan Drowaka,60, Para pacalang apanga magebagan tur ngronda,1,0,0,0,0,0,0,0,0,0,0,0
Getap (satua),4, Cara dugas dua bulan I Getap tundena ngabut keladi teken memene di tegalne,0,0,0,0,0,0,0,0,0,0,0,0
Jero Dalang,7, Diba udane rauh ring setra pabajangan pirng dane wenten rare ngeling ring setra pabajangan raris desekin dane tur alon-alon dane mamargi,0,0,0,0,0,0,0,0,0,0,0,0
I Congeh Kacunduk Ratun Segara,13, Adeng-adeng jukungne ningalin pasisi nuju katengahin segara,0,0,0,0,0,0,0,0,0,0,1,0
Yuyu Malaksana Melah,1,kacerita wenten pedando mamagi nglintangin tukad nyat,0,0,0,0,0,0,0,0,0,0,0,0
Sampi Wadak,112, Kacucung kacicang meme Lutung makejit ngincang,0,0,0,0,0,0,0,0,0,0,0,0
I Cita Maprekara,38, Nah ditu I Kancil ngraos Apang seken icang tatas nawang unduke jalan kemu jani sik tongose ane malu,0,0,1,0,0,0,0,0,0,0,0,0
Bhagawan Domia,18, Unduke ento kauningin olih Bhagawan Domia raris Ida ngrauhin ka carik,0,0,0,0,0,0,0,0,0,0,0,0
Ni Daha Tua,54, Yen jani icena dadi Pepatih Agung kenken ya demene pipis liu ngelah panjak masi liu,0,0,0,0,0,0,0,0,0,0,0,0
Pangangon Sampi,48, Pan Mangut lantas mabaos,0,0,0,0,0,0,0,0,0,0,0,0
Bé Bano,109, Masaut I Blenjo Nah amen keto icang ya pelih salah dingehan,0,0,0,0,0,0,0,0,0,0,0,0
Lutung tekén Kakua,31, Bangken I Lutung tadtade kapondoke ban I Kaki Perodong,0,0,0,0,0,0,0,0,0,0,0,0
Siap Sangkur Metaluh Mas,95, Luh Lancah ka bengbengan I Badeng gabaga misi taluh abungkul gabaga bengbengan I Biing misi taluh abungkul jemaka,0,0,0,0,0,0,0,0,0,0,0,0
Galuh Pitu,65, Sesubane mamunyi buka keto I Raksasa lantas mageblug pules leplep,0,0,0,0,0,0,0,0,0,0,0,0
Pan Poleng,49,Sube keto gedeg lanttas Pan Poleng tekening Men Poleng sakadi punika kahanane.,0,0,1,0,0,0,1,0,0,0,0,0
I Kelesih,20, Duka Ida Sang Prabu raris ngambil klewang miwah sepega ia I Blanguyang pegat baongne lantas mati,0,1,0,0,0,0,0,0,0,0,0,1
I Lengar,48, Teked jumah I Mandalane I Widara ngorahang bangkene suba pragat matanem,0,0,0,0,0,0,1,0,0,0,0,0
Sang Nandaka muah Prabu Singa Kapisuna,19, Ida wantah eling ring raga nilar sesanan ratun buron,0,0,0,0,0,0,0,0,0,0,0,0
Timun Mas,81, Keto katuturanne I Ketimun Mas,0,0,0,0,0,0,0,0,0,0,0,0
Pedanda Baka,11,"Lantas, To awinan jani bapa dadi Pandita suci miragiang raos sang cangake kadi asapunika makasami ulame kapiangen tur percaya mawinan purun nampekin sang cangak",0,0,0,0,0,0,0,0,1,0,0,0
I Lengar,53,Dugas I Widara majalan ka semane I Mandala buin ngedengang bangken I Lengare ane lenan pejanga sig tongos bangkene itunian sakadi punika kahanane.,0,0,0,1,0,0,0,0,0,0,0,0
Mén Brayut,44, Mantunne luh muani pada girang ningehang,0,0,0,0,0,0,0,0,0,0,1,0
Semut perang tanding,1,I Semut Api luas marerod ngalih mamahan di tongose joh,1,0,0,0,0,0,0,0,0,0,0,0
I Empas tekén I Asu,4, Telaga pinaka genah ipun i empas punika mawasta taman Kumuda Wati,0,0,0,0,0,0,0,0,0,0,0,0
Pan Poleng,17, Suba keto mulih lantas Pan Poleng,0,0,0,0,0,0,0,0,0,0,0,0
Sang Nandaka muah Prabu Singa Kapisuna,21, Yadiapin I Lembu matanduk nyanyap awakne gede sing keweh awake ngalap kapatianne,0,0,0,0,0,0,0,0,0,1,0,0
Tukang pancing,55, apa kaden ramen siatne I Aget ngiring Ida Anake Agung saling tumbak saling lantig masih tuara ada karoan ane kalah,0,1,0,0,0,0,1,1,0,1,0,1
Sang Rama Ngemit Tapasui,20,"Ring wengi punika, I Dewa maraga wisnu sane setata ngardinin karahayuan jagat",0,0,0,0,0,0,0,0,1,0,0,0
Siap Sangkur Metaluh Mas,131, Duduk taluhne,0,0,0,0,0,0,0,0,0,0,0,0
Bé Bano,4,"Lantas, I Nyoman Jater tuah mamacul sadina-dina ia magae di umane I Blenjo nengokin ka uma sambilanga ngabaang dedaaran",1,0,0,0,1,0,0,0,0,0,0,0
Siap Selem,76, Iraga mangda setata madaya upaya yening nepukin unduk miwah ngelawan sane mabikas jele,0,0,1,0,0,0,1,0,0,0,0,0
Mén Sugih tekén Mén Tiwas,30, Tepukina Men Tiwas teken Men Sugih,0,0,0,0,0,0,0,0,0,0,0,0
I Kékér Tekén I Lutung,36,"Ring semeng punika, Paling melah jani butbut bulunne pang ya sing nyidang makeber",0,0,0,1,0,1,0,0,0,0,0,0
Bé Bano,62,"Lantas, Suba kone telah lantas payuke pantiganga di jalikane kanti belah",0,1,0,0,0,0,0,0,0,0,0,1
Yuyu Misi Enjekan Kebo Ditunduné,19,Ditu I Kekua pedih Nah,0,1,0,0,0,0,0,0,0,0,0,0
Bintang Lara,11, Jani kacerita Anake Agung medal kairing baan parekanidane,0,0,0,0,0,0,1,0,0,0,0,0
Bulan kuning,16,Raksasane dadi Bhatara tur mawali buin ka Suarga sakadi punika kahanane.,0,0,0,0,0,0,0,0,1,0,0,0
I Gedé Basur,11,"Lantas, Ni Rempag prajani luas ngumbara joh-joh desa",0,0,0,1,0,0,0,0,0,0,0,0
Bojog Jegég,52, Di lawatan yeh danune Ni Murdani ningalin muane ngancan nyegegang,0,0,0,0,0,0,0,0,0,0,0,0
Dadong Jepun,118,"Satondenne, Ulian nincapang rasa asih miwah tresna ia nemuang idup sane bagia",1,0,1,0,0,0,1,0,0,0,0,0
Siap Selem,73, Ngik ngak ngik nguk gigi pungak nyaplok batu,0,0,0,0,0,0,0,0,0,0,0,0
Pangangon Sampi,8, Sujatine Pan Mangut petani sane jemet tur anteng pisan,1,0,0,0,0,0,0,0,0,0,0,0
Macan tekén méng,21, Cendekne belie ngidih sinampura teken cai tu i beli makeneh buin malajahin karirihan cai ne ane buka keto,0,1,0,0,0,0,0,0,0,0,0,0
Belibis Putih,82, Prajani egar kayun idane,0,0,0,1,0,0,0,0,0,0,0,0
I Belog Magandong,16, Mara cicipina dadi jaen rasan jaja begina ento nyangluh manis dot ia buin ngidih teken I Belog nanging suba telah,0,1,0,0,0,0,0,0,0,0,0,0
Macan tekén méng,16, I Macan bengong ningalin buat karirihan Menge buka keto,0,0,0,0,0,0,0,0,0,0,0,0
I Lengar,43, I Widara masih ampah tusing menyet kena daya upaya,0,1,0,0,0,0,0,0,0,0,0,0
Siap Selem,71, Ane sagrepa I Meng Kuuk boya ja len tuah batu ane ngranaang gigine pungak,0,1,1,0,0,0,0,0,0,0,0,0
Sang Bima Dadi Caru,21, Yen pet nenten ngaturang desane jagi kabasmi tur kalebur rauh ka dagingnyane,0,1,0,0,0,0,0,0,0,1,0,1
Pan Jempenit tekén Mén Jempenit,20, Mara keto embusina lantas lelipine,1,0,0,0,0,0,0,0,0,0,0,0
I Donglen teken Luh Arum,93, Masaut bapanne,0,0,0,0,0,0,0,0,0,0,0,0
Belibis Putih,60,Ditu I Belibis Putih buin ngorahin Narajana apang ngalih arta brana ene ring waktu punika.,0,0,0,0,1,0,0,0,0,0,0,0
I Sampi masuwitra ajak Goak,30, tulung Ada macek matan icange ngahngah sajan rasane,0,1,0,0,0,0,0,0,0,0,0,0
I Ubuh,13, Sayan makelo sayan resep ia masastra,0,0,0,0,0,0,1,0,0,0,0,0
I Belog Dadi Mantu,9, Kacerita gegesonan Pan Sari nundun pianakne Luh Sari ka sanggah ngaba damar,0,0,0,0,0,0,0,0,0,0,0,0
I Celempung,86, Kapelek kenehne jro kelian tur tusing nyidang masaut apa-apa sawireh cicingne I Celempung suba kamatiang,0,1,0,0,0,0,0,0,0,0,0,0
Lutung tekén Kakua,12, Mara keto munyine I Kekua lantas I Lutung masaut belog iba Kekua Cai kaden dueg nglangi yen tuah cai sakti jalan kema sibarengan,0,1,0,0,0,0,0,0,0,0,0,0
Lutung tekén Kancil,41, Ngon pesan I Lutung ningeh tuturne I Kancil,0,0,0,0,0,0,0,0,0,0,0,0
I Sampi masuwitra ajak Goak,16, He Goak mendepang bungut caine,0,1,0,0,0,0,0,0,0,0,0,0
I Donglen teken Luh Arum,15, Suba jani keto katuju peteng bulan masan anak nganggur I Donglen kema nganggur ngaba genggong,0,0,0,0,0,0,0,0,0,0,0,0
Ni Dukun Sakti,37, Usan ida mamanting lantas ida mataken teken Ida Raden Galuh tur kabakta tugelan wastranidane,0,0,0,0,0,0,0,0,0,0,0,0
Lutung dadi Pecalang,17, Awinang titang ileh-ileh makta api santukan I Beduda sadina-dina ngai bang-bang ring margi-margine yan titian nenten makta suluh sinah titian macelempung kebang-bange,0,1,0,0,0,0,0,0,0,0,0,0
Lutung dadi Pecalang,15, I kunang-kunang ngucap nawegan jero pecalang napi wenten karya dados nemben ngerereh titian I Lutung nengkik mamunyi ye ngudiang iba tandruh jani iba lakar krangkeng awake pelih iba mailehan ngaba api ngawinang gumine mablayuhang liu anake rarud ngaba umahne,0,1,0,0,0,0,0,1,0,0,0,0
Maya Danawa,20, Di tengah alase ento ada kone yeh klebutan ane toyane kaliwat ening ditu para panjake nginum toyan klebutan,0,0,0,0,0,0,0,0,0,0,1,0
Déwi Kunti Kawéhin Mantra Sakti,14,"Lantas, Manggihin sinar surya ngulangunin pisan metu kayun Dewi Kunti pacang nguncarang mantra sakti paican Rsi Durvasa punika",0,0,0,0,0,0,0,0,1,0,0,0
Tukang pancing,14, Ditu buin jani pancinge pulanga,0,0,0,0,0,0,0,0,0,0,0,0
Lutung tekén Kancil,11, Yang sing kanggo enggal awake mati,0,1,0,0,0,0,0,0,0,0,0,0
Bé Bano,6, Kacerita jani I Nyoman Jater marane suud matekap lantas ia nampedang sampinne paek ka pasisi,0,0,0,0,0,0,0,0,0,0,0,0
I Ubuh,42, O ne ane ngamah isin bubun kaine keto nyetne I Ubuh,0,0,0,0,0,0,0,0,0,0,0,0
Sampik Ingtai,32,"Sasampune punika, Atman sang kalih rauh ring suargan malinggih ring meru tumpang selikur kaayahin olih watek widyadarine rena manahnyane ring suargan",0,0,0,0,0,0,0,0,1,0,0,0
Ayam Sangkur,26, Irika ipun kagiat ningalin guling ayame urip tur malaib tan wenten maikuh,0,0,0,0,0,0,0,0,0,0,0,0
Pan Angklung Gadang,76, Kocapan I Wayan Sebetan ngetakang cicingne tumuli mreren tur negak di dagang nasine laut ia meli nasi jaja woh-wohan muah tuak pada kadaar ditu,0,0,0,0,0,0,0,0,0,0,0,0
I Siput lawan I Kancil,15, I Kancil mapikeneh lamun iadadi sane paling becat ngitarin alas ia lakar liu ngelah timpal cara I Siput,0,0,0,0,0,0,1,0,0,0,0,0
Sampi Wadak,150, Lamun nyak ja nyai nyeraang Raden Galuh teken kaki kaki nyan ngelebang nyai,0,0,0,0,0,0,0,0,0,1,0,1
Maya Danawa,18, Sasubane tegep pangrencanane panjak miwah sanjata para panjak suargane ane kamarganin olih Ida Bhatara Indra ngebug Purinne Sang Maya Danawa santukan tan sida mapalawanan Maya Danawa muah patihnyane ane mawasta Kala Wong malaib ka alase antuk nyendahang tapak cokornyane apanga tusing kauningin olih Ida Bhatara Indra ne jani tongose ento madan Tampak Siring,0,0,0,1,0,0,0,0,0,0,0,0
I Lutung Maborbor,12, Cara anak tusing ngelah gae,0,0,0,0,0,0,0,0,0,0,0,0
Dadong Jepun,60, Aduh-aduh kasakitan anake muani ento,0,1,0,0,0,0,0,0,0,0,0,0
I Celempung,76, Bobab cicing caine bisa masuang pipis,0,0,0,0,0,0,0,0,0,0,0,0
Galuh Pitu,86, Raden Galuh ajaka papitu jani nongos di umahne I Raksasa,0,0,0,0,0,0,0,0,0,0,0,0
Kambing Takutin Macan,14, I Macan ngomong Ih buron apa saja iba bani mai ka alase kai ane kuasa di alase ene,0,0,0,0,0,0,1,0,0,1,0,0
Bintang Lara,91,"Satondenne, Lantas entungina manik ampuh mati kone I Raksasa bebekan",0,0,0,0,0,0,0,0,0,0,0,1
I Kedis Gelatik,10, Anak ngujang cai mare teka ke sebun cange petakon i Bapa Gelatik Ngujan cai ngaru ngaruin panak-panak cange I singa sing ngerunguang lantas buin majalan,0,1,0,0,0,0,0,0,0,0,0,0
Angsa tekén Kerkuak,19,Jeg kedas sing masisa kanti nang abesik bene sakadi punika kahanane.,0,1,0,1,0,1,0,1,0,0,0,0
I Kékér Tekén I Lutung,57, Kacerita ne jani sawireh I Lutung basangne betek tur sirsir angina di duur batune kiap ia ayag-oyog nguyuk laut pules leplep,0,0,0,0,0,0,0,0,0,0,1,0
Bhagawan Domia,44, Unduke ento patuh masi kaiwangang olih Ida Bhagawan Domia duanuing ngrebutin godel mapuara godele berag,0,0,0,0,0,0,0,1,0,0,0,0
I Kidang,27, Mara keto munyine I Bojog Ireng masaut lantas I Kidang Wih Cai bojog kaden Cai aluh nyiatin I Macan Poleng Kadirasa I Kebo ane ngelah tanduk sakti tusing bani ngarepin sawireh ia ngelah kuku tur caling mangan awakne gede ganggas tur bayunne siteng,0,0,0,0,0,0,0,1,0,0,0,0
Bhagawan Domia,24, Keto panugrahan Ida Bhagawan Domia teken Sang Arunika,1,0,0,0,0,0,0,0,0,0,0,0
Dadong Jepun,43, Ditu ia lantas kayeh sambila mupuh,0,0,0,0,0,0,0,0,0,0,0,0
Semut perang tanding,5, Saling dengeng saling cenidra maimbuh saling walek,0,1,0,0,0,0,0,0,0,0,0,0
Jayaprana lan Layonsari,55, Amunika daging cerita Jayaprana miwah Layonsari sane wawu prasida makurenan saking tulus asih,1,0,0,0,0,0,0,0,0,0,0,0
Yuyu Misi Enjekan Kebo Ditunduné,102,sira ja sane mresidayang pacang kapaica upah marupa kebo teken pecut mas,0,0,0,0,0,0,0,0,0,0,0,0
Yuyu Misi Enjekan Kebo Ditunduné,2,"Ring wengi punika, Sedek dina anu I lutung ngajak I kekua masemaya bakal ngemaling biu di abiane I Pekak Dukuh",0,0,0,0,0,0,0,1,0,1,0,1
Katuturan Gajah ané Nyapa Kadi Aku,20, Kocap punika sami ngerawuhin I Siung,0,0,0,0,0,0,0,0,0,0,0,0
Pan Poleng,2, Kacerita Pan Poleng ngomong tekening kurenanne Men Poleng mani peteng-petengin nyakan tiang kar luas maurup-urup nah keto pesautne Men Poleng Kacerita been mani galang kanginne bangun lantas Men Poleng nyakan,0,0,0,0,0,0,0,0,0,0,0,0
I Kasiapa Kepuh,39, Ilehin genahe punika apang kanti madugdug saange ngantos dibongkol Kasiape Kepuh,0,0,0,0,0,0,1,0,0,0,0,0
I Donglen teken Luh Arum,69, Keneng-keneng Ia matimpuh ngangiang nasi sapatutne I juru pikat rahayu kenehne madaaran mapitama sebengne,0,0,0,0,0,0,0,0,0,0,1,0
Dadong Jepun,13, tiwas pisan Dadong Jepun tuna arta tuna putra,0,1,0,0,0,0,0,0,0,0,0,0
I Ubuh,25,Pekakne demen pesan wireh cucunne dueg tur seleg sakadi punika kahanane.,0,0,0,0,0,0,0,0,0,0,1,0
I Lelipi tekén Sang Garuda,32, Ento makarana kayang jani layah lelipine masepak ulian don ambengan tur ento makrana kayang jani don ambengane suci ulian kena cupu amerta,0,0,0,0,0,0,0,0,0,0,0,0
Ayam Ijo Sambu,23, Siang dalu I Ngurah Rangsasa mretenin ayame punika semeng sampun kagecel siang malih kaborehin antuk kotoran banteng kacampur gedubang,0,0,0,0,0,0,0,0,0,0,0,0
Pangangon Sampi,22, Kasuen-suen suba Pan Mangut magae di carike sambila ngangon sampi,0,0,0,0,0,0,0,0,0,0,0,0
Ni Diah Tantri,39, Punika sane tigang undag angkupang mangda ratep ring sane mangkin,0,0,0,0,0,0,0,0,0,0,0,0
I Sampi masuwitra ajak Goak,57, Tinglis tingalina I Goak ane tundunga tur kacampahang ento suba majujuk di malune,0,0,0,0,0,0,0,0,0,0,0,0
I Kidang,53, Kacerita jani I Kidang lantas mekeneh-keneh ngekadaya lakar ngamatiang I Macan Poleng,0,0,0,1,0,0,0,0,0,0,0,0
Yuyu Misi Enjekan Kebo Ditunduné,81, dukuh satondene pekak bakal nampah tiang ada pangidih tiange teken pekak tiang ne tusing bisa mati matebek tekening sarwa sanjata yen bakal ngematian tiang bebed awak tiange aji duk turmaning di ikut tiange gantungin biu aijas apang ada bekel atman tiange,0,0,0,1,0,1,1,0,0,1,0,0
I Wingsata tekén I Sigara,34,"Satondenne, Buina Cening tusing taen engsap nunas ica ring Ida Sang Hyang Widhi sakadi punika kahanane.",0,0,0,0,0,0,1,0,1,0,0,0
Jero Ketut,3, Ngamah panak kambing kucit siap muang ubuh-ubuhan kramane,0,1,0,0,0,0,0,0,0,0,0,0
Beras Kuning,33,"Ring wengi punika, Jani Maharaja Pretu nunas ica ring Ida Batari Sri mangda kapicayang bibit padi catur warna",1,0,0,0,0,0,0,0,1,0,0,0
I Sampi masuwitra ajak Goak,7, Makelo-kelo mara baburon cenikan bani maekin I Sampi,1,0,0,0,0,0,0,0,0,0,0,0
I Sangging Lobangkara,18, Suba telah bana ngambar lantas I Sangging Lobangkara mulih,0,0,0,0,0,0,0,0,0,0,0,0
I Donglen teken Luh Arum,105, Kedise ento kedis cerik lue muani matinggah dipunyan kayune sada endep malu mamunyi ane luane,0,0,0,0,0,0,0,0,0,0,0,0
Sang Aji Saka,1,Kabaosang dawege dumun wenten jagat sane kawastanin jagat Majeti,0,0,0,0,0,0,0,0,0,0,0,0
I Donglen teken Luh Arum,96, Mara bapa nyerahang keto nyai kaget nyak teken Ia,0,0,0,0,0,0,0,0,0,0,0,0
I Lelipi Gadang tekén I Katak,53, Payu masi I Lelipi Gadang ngemasin mati,0,1,0,0,0,0,0,0,0,0,0,0
I Kepuh Mati Baan Drowaka,38, Apa buin buka I Goak kedis nista joh tanding teken awake,0,1,0,0,0,0,0,0,0,0,0,0
I Kidang,12, Bas kaliwat layah basangne laut I Macan Poleng ngojog tongos ane liu misi punyan celagi,0,1,0,0,0,0,0,0,0,0,0,0
Galuh Pitu,47, Baan takutne ditu Raden Galuh Pitu ngencolang nuut bangsing punyan bingine tur mangkeb di punyan bingine,0,1,0,0,0,0,0,0,0,0,0,0
I Ubuh,57, Pipise ene ciri cai maan nulungin awake,1,0,0,0,0,0,0,0,0,0,0,0
I Baluan,4, Punika sane tunasang titiang sapunapi sapatutne I Blatuk punika Ngandika Ida Sang Prabu Nah cai Baluan yening saja keto tingkah I Blatuke kema suba cai mulih Nanging orahin I Blatuk semengan apang suba nangkil ka puri Raris matur I Baluan Inggih ratu titiang pacang mapamit mangkin,0,0,1,0,0,0,0,0,0,0,0,0
I Lelasan tekén I Sampi,47, Lantas jag dengeka bungkil tiinge ban I Sangmong kanti ocel gigine engsut di bungkil tiinge,0,1,0,0,0,0,0,0,0,0,0,0
I Kelesih,21, Disubane I Blanguyang mati wau Ida Sang Prabu eling ring raga kangen tekening I Blanguyang mati,0,1,0,0,0,0,0,0,0,0,0,0
Bintang Lara,53, Buin kejepne teka dedari buin dadua ne madan Dewi Gagarmayang miwah Dewi Supraba,0,0,0,0,0,0,0,0,0,0,0,0
Galuh Pitu,11, Yen sai-sai lantas keto sinah suba i dewek nyidayang ngamertaning raden galuh keto pakayunane biang raden galuh,1,0,0,0,0,0,1,0,0,0,0,0
I Belog Kadéna Jaruh,31, I Belog tundena nganten ngalih somah ban memene,0,0,0,0,0,0,1,0,0,0,0,0
Bintang Lara,126, Lantas tegakina kone ketungane tur pastuna teken Ni Supraba Nah iba ketungan moga iba dadi lelipi Lantas ketungane dadi lelipi,1,0,0,0,0,0,0,0,0,0,0,0
I Gedé Basur,14, Di subane pada bajang taruna dadi I Wayan Tigaron tusing enu demen teken Ni Garu ia ngedotang Ni Sukasti nanging Ni Sukasti tusing ngelah keneh bakal mekurenan teken I Wayan Tigaron,0,1,0,0,0,0,0,0,0,0,0,0
I Belog Dadi Mantu,6, Keto dingeha ada sabda teken Pan Sari,0,0,0,0,0,0,0,0,0,0,0,0
I Lelipi Gadang tekén I Katak,32, Yen ada kone Ratun Katake dini baang Ratun Katake magandong dini di tundun icange lakar kija ja I Ratun Katak icang pastika lakar satinut,0,0,0,0,1,0,0,0,0,0,0,0
I Kecut,30,Ambul keto Dadong mati jani sakadi punika kahanane.,0,0,0,0,0,0,0,1,0,0,0,0
I Empas tekén I Angsa,43, tuara kodag baan kendel kenehne I Empas ajaka dadua tumben ngasanin ngindang ba duur,0,0,0,0,0,0,0,0,0,0,1,0
I Wingsata tekén I Sigara,11, Titiang wantah jadma nista malarapan canang raka titiang nunas pasuecan Iratu mangda ledang ngicenin titiang ulam miwah udang anggen titiang pangupa diri,0,0,0,0,0,0,1,0,0,0,0,0
Pan Jempenit tekén Mén Jempenit,15, Pan Jempenit dadi talinin cucun kaine Matur Pan Jempenit Inggih dewa ratu ten titiang nika nalinin nika tuni titiang ka pasisi raris panggihin titiang anak makta lelipi matali raris idih titiang,0,0,0,0,0,0,0,0,0,0,0,0
I Kecut,32, Nah Kecut Kecut mai ja malu,0,0,0,0,0,0,0,0,0,0,0,0
Ni Daha Tua,38, Yen i dewek icena dadi sudagar kenken ya demene,0,0,0,0,0,0,0,0,0,0,0,0
Siap Sangkur Metaluh Mas,62, Bungutne kuning munyine jangih,0,0,0,0,0,0,0,0,0,0,0,0
I Empas tekén I Asu,13, Uduh cai nyai makarue Deweke ngidih tekening cai nyai ajak dadua melah-melah dini wireh I dewek lakar ngalain anake buka cai nyai uli dini,0,1,0,0,0,0,0,0,0,0,0,0
Pan Jempenit tekén Mén Jempenit,37, bapane mara teke neked dija sih luase Masaut Pan Jempenit,0,0,0,0,0,0,0,0,0,0,0,0
Sampi Wadak,197,Ne jemakin baase Lutung ne cetik mani sajaan men ajak Raden Galuh mai da melog-me log ring waktu punika.,0,0,0,0,1,0,0,0,0,1,0,1
I Ubuh,40, Bubun I Ubuhe ungsina lantas ketoganga,0,1,0,1,0,0,0,0,0,0,0,0
I Belog Kadéna Jaruh,24, Masaut I Belog Aduh Me,0,0,0,0,0,0,0,0,0,0,0,0
I Kelesih,1,Ada kone tuturan satua di panegara Sunantara ada kone sang prabu kalintang kasub wibuhing bala jagate,0,0,0,0,0,0,0,0,0,0,0,0
I Lengar,47, Pragat I Widara mabresih lantas ia majalan nyujur umah I Mandalane,0,0,0,0,0,0,0,0,0,0,0,0
Getap (satua),7, Tusing tawanga ada bangke bikul di tengah padange bet,0,0,0,0,0,0,0,0,0,0,0,0
I Kedis Gelatik,12, Anak cai sing ada urusan ditu nawang yen buin tawang cang ci kemu betne nah tingalin dogen nyanan buin yang nak sujatine sing bekite ngetoang ia buin mamunyi tur menekang batisne abesik yang lakar ngelungan tundun caine aji batis yange,0,0,0,0,1,0,0,0,0,0,0,0
Sang Bima Dadi Caru,32, Banggiang titiang padem sekulawarga,0,1,0,0,0,0,0,0,0,1,0,0
Tukang pancing,56, Kasuen-suen kasor Ida Anake Agung,0,0,1,0,0,0,0,0,0,0,1,0
Ni Diah Tantri,46, Caritanan buin sueca ida Sri Dewi Swara mangda mawantun rahayun jagate kadi ne sampun-sampun kerta nagara,0,0,0,0,0,0,0,0,0,0,0,0
Mén Sugih tekén Mén Tiwas,24, Lakar anggon gena ngalih paku Men Sugih metakon,0,0,0,0,0,0,0,0,0,0,0,0
Sang Lanjana,28, Ne dong iwasin tain kaine Sang Muun bengong ngiwasin tainne Sang Lanjana tur merasa teken dewek kalahang kedis cenik,0,0,0,0,0,1,0,0,0,0,0,0
I Belog Kadéna Jaruh,110, Aduh uli dija kaden legan kenehne I Belog sawireh enu ada ane lakar cageranga di nuju sirep nyanan petengne,0,0,0,0,0,0,0,0,0,1,1,0
